source_department,source_id,business_key,name,address,pincode,pan,gstin,owner_name,nic_code,industry_sector,city,inspection_dates,event_history,closure_date,name_norm,address_norm,pincode_prefix,name_phonetic,ubid,link_confidence,veto_applied,veto_reason
factories,fac_45,BIZ-00045,Sri Sampoorna Bakery 45 LLP,"No 45, Main Road, Industrial Area, Bengaluru",560045,ABCDE0045F,29ABCDE0045F1Z1,Owner 45,1071,Bakery,Bengaluru,2023-02-15|2023-05-16|2023-08-14|2023-11-12|2024-02-10|2024-05-10,inspection:2023-02-15|inspection:2023-05-16|inspection:2023-08-14|inspection:2023-11-12|inspection:2024-02-10|renewal:2024-04-14|inspection:2024-05-10,,sampoorna bakery 45,no 45 main road industrial area bengaluru,560,S516-SMPRN BKR ,UBID-000091,1.0,False,
pollution,pol_45,BIZ-00045,Shri Sampoorna Bakery 45 Bakerys,"No 45, Main Road, Industrial Area, Bengaluru",560045,,29ABCDE0045F1Z1,Owner 45,1071,Bakery,Bengaluru,2023-02-17|2023-05-11|2023-08-09|2023-11-14|2024-02-17|2024-05-17,inspection:2023-02-17|inspection:2023-05-11|inspection:2023-08-09|inspection:2023-11-14|inspection:2024-02-17|inspection:2024-05-17,,sampoorna bakery 45 bakerys,no 45 main road industrial area bengaluru,560,S516-SMPRN BKR BKRS,UBID-000092,0.5,False,
electricity,ele_45,BIZ-00045,Sri Sampoorna Bakery 45 Traedrs,"No 45, Main Road, Industrial Area, Bengaluru",560045,ABCDE0045F,29ABCDE0045F1Z1,Owner 45,1071,Bakery,Bengaluru,2023-02-18|2023-05-19|2023-08-22|2023-11-15|2024-02-13|2024-05-13,inspection:2023-02-18|inspection:2023-05-19|inspection:2023-08-22|inspection:2023-11-15|inspection:2024-02-13|inspection:2024-05-13|electricity_bill:2026-01-02|electricity_bill:2026-01-30|electricity_bill:2026-03-04|electricity_bill:2026-04-04|electricity_bill:2026-05-04,,sampoorna bakery 45 traedrs,no 45 main road industrial area bengaluru,560,S516-SMPRN BKR TRTRS,UBID-000091,1.0,False,
shops,sho_46,BIZ-00046,M/s Shree Durga Retail 46,"No 46, Main Road, Industrial Area, Mysuru",560046,ABCDE0046F,29ABCDE0046F1Z2,Owner 46,4711,Retail,Mysuru,2023-02-09|2023-05-10|2023-08-08|2023-11-06|2024-02-04|2024-04-27,inspection:2023-02-09|inspection:2023-05-10|inspection:2023-08-08|inspection:2023-11-06|inspection:2024-02-04|renewal:2024-04-01|inspection:2024-04-27|renewal:2026-04-07,,m s shree durga retail 46,no 46 main road industrial area mysuru,560,M226-M S XR TRK RTL ,UBID-000093,1.0,False,
factories,fac_46,BIZ-00046,Shree Durga eRtail 46 Retails,"No 46, Main Road, Industrial Area, Mysuru",560046,ABCDE0046F,29ABCDE0046F1Z2,Owner 46,4711,Retail,Mysuru,2023-02-08|2023-05-09|2023-08-04|2023-11-05|2024-02-03|2024-05-03,inspection:2023-02-08|inspection:2023-05-09|inspection:2023-08-04|inspection:2023-11-05|inspection:2024-02-03|renewal:2024-04-18|inspection:2024-05-03|renewal:2025-04-06|renewal:2026-04-09,,shree durga ertail 46 retails,no 46 main road industrial area mysuru,560,S636-XR TRK ERTL RTLS,UBID-000093,1.0,False,
pollution,pol_46,BIZ-00046,M/s Shree Durga Retail 46 Retails,"No 46, Main Road, Industrial Area, Mysuru",560046,ABCDE0046F,29ABCDE0046F1Z2,Owner 46,4711,Retail,Mysuru,2023-02-10|2023-05-11|2023-08-09|2023-11-07|2024-02-05|2024-05-02,inspection:2023-02-10|inspection:2023-05-11|inspection:2023-08-09|inspection:2023-11-07|inspection:2024-02-05|inspection:2024-05-02|filing:2026-05-05,,m s shree durga retail 46 retails,no 46 main road industrial area mysuru,560,M226-M S XR TRK RTL RTLS,UBID-000093,1.0,False,
electricity,ele_46,BIZ-00046,Sri Shree Durga Retail 46 Retails,"No 46, Main Road, Industrial Area, Mysuru",560046,ABCDE0046F,29ABCDE0046F1Z2,Owner 46,4711,Retail,Mysuru,2023-02-11|2023-05-12|2023-08-10|2023-11-08|2024-02-06|2024-05-06,inspection:2023-02-11|inspection:2023-05-12|inspection:2023-08-10|inspection:2023-11-08|inspection:2024-02-06|inspection:2024-05-06|electricity_bill:2025-09-04|electricity_bill:2025-10-03|electricity_bill:2025-11-02|electricity_bill:2025-12-01|electricity_bill:2026-01-03|electricity_bill:2026-02-01|electricity_bill:2026-03-05|electricity_bill:2026-04-03|electricity_bill:2026-05-02,,shree durga retail 46 retails,no 46 main road industrial area mysuru,560,S636-XR TRK RTL RTLS,UBID-000093,1.0,False,
shops,sho_47,BIZ-00047,Sri Ganesh Fabrication 47 Traders,"No 47, Main Road, Industrial Area, Hubballi",560047,ABCDE0047F,29ABCDE0047F1Z3,Owner 47,2599,Fabrication,Hubballi,2023-02-06|2023-05-07|2023-08-05|2023-11-03|2024-02-06,inspection:2023-02-06|inspection:2023-05-07|inspection:2023-08-05|inspection:2023-11-03|inspection:2024-02-06|renewal:2024-04-08|renewal:2025-04-26|renewal:2026-04-26,,ganesh fabrication 47,no 47 main road industrial area hubballi,560,G521-KNX FBRKXN ,UBID-000094,1.0,False,
factories,fac_47,BIZ-00047,Shri Ganesh Fabrication 47 Enterprises,"Door 47, Industrial Area, Hubballi",560047,ABCDE0047F,29ABCDE0047F1Z3,Owner 47,2599,Fabrication,Hubballi,2023-02-05|2023-05-06|2023-08-04|2023-11-02|2024-02-05,inspection:2023-02-05|inspection:2023-05-06|inspection:2023-08-04|inspection:2023-11-02|inspection:2024-02-05|renewal:2024-04-23|renewal:2025-04-18|renewal:2026-04-16,,ganesh fabrication 47,door 47 industrial area hubballi,560,G521-KNX FBRKXN ,UBID-000094,1.0,False,
pollution,pol_47,BIZ-00047,Sri Ganesh Fabrication 47,"No 47, Main Road, Industrial Area, Hubballi",560047,ABCDE0047F,29ABCDE0047F1Z3,Owner 47,2599,Fabrication,Hubballi,2023-02-07|2023-05-08|2023-08-06|2023-11-04|2024-01-30,inspection:2023-02-07|inspection:2023-05-08|inspection:2023-08-06|inspection:2023-11-04|inspection:2024-01-30|filing:2026-05-05,,ganesh fabrication 47,no 47 main road industrial area hubballi,560,G521-KNX FBRKXN ,UBID-000094,1.0,False,
electricity,ele_47,BIZ-00047,Sri Ganesh Fabrication 47 Traders,"47 Main Rd, Ind Area, Hubballi",560047,ABCDE0047F,29ABCDE0047F1Z3,Owner 47,2599,Fabrication,Hubballi,2023-02-01|2023-05-09|2023-08-07|2023-11-14|2024-02-03,inspection:2023-02-01|inspection:2023-05-09|inspection:2023-08-07|inspection:2023-11-14|inspection:2024-02-03|electricity_bill:2025-12-31|electricity_bill:2026-02-04|electricity_bill:2026-03-02|electricity_bill:2026-04-04|electricity_bill:2026-05-02,,ganesh fabrication 47,47 main rd ind area hubballi,560,G521-KNX FBRKXN ,UBID-000095,0.5,False,
shops,sho_48,BIZ-00048,Srinidhi Lodging 48 Enterprises,"No 48, Main Road, Industrial Area, Mangaluru",560048,ABCDE0048F,,Owner 48,5510,Lodging,Mangaluru,2023-01-10|2023-04-19|2023-07-09|2023-10-04,inspection:2023-01-10|inspection:2023-04-19|inspection:2023-07-09|inspection:2023-10-04|renewal:2024-04-07|renewal:2025-04-06|renewal:2026-04-06,,srinidhi lodging 48,no 48 main road industrial area mangaluru,560,S653-SRNTH LJNK ,UBID-000096,1.0,False,
factories,fac_48,BIZ-00048,Shri Srinidhi Lodging 48 Enterprises,"No 48, Main Road, Industrial Area, Mangaluru",560048,,29ABCDE0048F1Z4,Owner 48,5510,Lodging,Mangaluru,2023-01-09|2023-04-09|2023-07-08|2023-10-06,inspection:2023-01-09|inspection:2023-04-09|inspection:2023-07-08|inspection:2023-10-06|renewal:2024-04-01|renewal:2025-04-25|renewal:2026-04-07,,srinidhi lodging 48,no 48 main road industrial area mangaluru,560,S653-SRNTH LJNK ,UBID-000096,0.95,False,
factories,fac_48_dup,BIZ-00048,Shri Srinidhi Logding 48 Enterprises,"Plot 48, Main Road, Mangaluru",560048,,29ABCDE0048F1Z4,Owner 48,5510,Lodging,Mangaluru,2023-01-09|2023-04-09|2023-07-08|2023-10-06,inspection:2023-01-09|inspection:2023-04-09|inspection:2023-07-08|inspection:2023-10-06|renewal:2024-04-01|renewal:2025-04-25|renewal:2026-04-07,,srinidhi logding 48,plot 48 main road mangaluru,560,S653-SRNTH LKTNK ,UBID-000097,0.5,False,
pollution,pol_48,BIZ-00048,Srinidhi Lodging 48,"Door 48, Industrial Area, Mangaluru",560048,ABCDE0048F,29ABCDE0048F1Z4,Owner 48,5510,Lodging,Mangaluru,2023-01-11|2023-04-11|2023-07-10|2023-10-08,inspection:2023-01-11|inspection:2023-04-11|inspection:2023-07-10|inspection:2023-10-08|filing:2026-05-05,,srinidhi lodging 48,door 48 industrial area mangaluru,560,S653-SRNTH LJNK ,UBID-000096,1.0,False,
electricity,ele_48,BIZ-00048,Shri Srinidhi Lodging 48,"No 48, Main Road, Industrial Area, Mangaluru",560048,ABCDE0048F,29ABCDE0048F1Z4,Owner 48,5510,Lodging,Mangaluru,2023-01-12|2023-04-21|2023-07-11|2023-10-09,inspection:2023-01-12|inspection:2023-04-21|inspection:2023-07-11|inspection:2023-10-09|electricity_bill:2025-06-09|electricity_bill:2025-07-05|electricity_bill:2025-08-04|electricity_bill:2025-09-05|electricity_bill:2025-10-02|electricity_bill:2025-11-03|electricity_bill:2025-12-06|electricity_bill:2025-12-31|electricity_bill:2026-01-30|electricity_bill:2026-03-04|electricity_bill:2026-04-05|electricity_bill:2026-05-04,,srinidhi lodging 48,no 48 main road industrial area mangaluru,560,S653-SRNTH LJNK ,UBID-000096,1.0,False,
shops,sho_49,BIZ-00049,Srhi Nandi Restaurant 49 Restaurants,"Door 49, Industrial Area, Belagavi",560049,,29ABCDE0049F1Z5,Owner 49,5610,Restaurant,Belagavi,2023-01-05|2023-04-05|2023-07-04,inspection:2023-01-05|inspection:2023-04-05|inspection:2023-07-04|renewal:2024-04-23|renewal:2026-04-04,,srhi nandi restaurant 49 restaurants,door 49 industrial area belagavi,560,S655-SRH NNT RSTRNT RSTRNTS,UBID-000098,0.5,False,
factories,fac_49,BIZ-00049,Shri Nandi Restaurant 49 Pvt Ltd,"No 49, Main Road, Industrial Area, Belagavi",560049,ABCDE0049F,29ABCDE0049F1Z5,Owner 49,5610,Restaurant,Belagavi,2023-01-04|2023-04-04|2023-07-03,inspection:2023-01-04|inspection:2023-04-04|inspection:2023-07-03|renewal:2024-04-14|renewal:2025-04-02|renewal:2026-04-07,,nandi restaurant 49,no 49 main road industrial area belagavi,560,N536-NNT RSTRNT ,UBID-000099,1.0,False,
pollution,pol_49,BIZ-00049,Nandi Restaurant 49,"No 49, Main Road, Industrial Area, Belagavi",560049,ABCDE0049F,,Owner 49,5610,Restaurant,Belagavi,2023-01-06|2023-04-06|2023-07-05,inspection:2023-01-06|inspection:2023-04-06|inspection:2023-07-05|filing:2026-05-05,,nandi restaurant 49,no 49 main road industrial area belagavi,560,N536-NNT RSTRNT ,UBID-000099,1.0,False,
electricity,ele_49,BIZ-00049,Sri Nandi Restaurant 49 Traders,"49 Main Rd, Ind Area, Belagavi",560049,ABCDE0049F,29ABCDE0049F1Z5,Owner 49,5610,Restaurant,Belagavi,2023-01-07|2023-04-07|2023-07-06,inspection:2023-01-07|inspection:2023-04-07|inspection:2023-07-06|electricity_bill:2025-09-06|electricity_bill:2025-10-07|electricity_bill:2025-11-06|electricity_bill:2025-12-06|electricity_bill:2026-01-05|electricity_bill:2026-01-30|electricity_bill:2026-03-03|electricity_bill:2026-04-03|electricity_bill:2026-04-30,,nandi restaurant 49,49 main rd ind area belagavi,560,N536-NNT RSTRNT ,UBID-000099,1.0,False,
shops,sho_50,BIZ-00050,Shri Mysore Bakery 50 Bakerys,"No 50, Main Road, Industrial Area, Bengaluru",560050,ABCDE0050F,29ABCDE0050F1Z6,Owner 50,1071,Bakery,Bengaluru,2023-02-10|2023-05-11|2023-08-09|2023-11-07|2024-02-05|2024-05-05,inspection:2023-02-10|inspection:2023-05-11|inspection:2023-08-09|inspection:2023-11-07|inspection:2024-02-05|inspection:2024-05-05|renewal:2025-04-02|renewal:2026-04-06,,mysore bakery 50 bakerys,no 50 main road industrial area bengaluru,560,M261-MSR BKR BKRS,UBID-000100,1.0,False,
factories,fac_50,BIZ-00050,Mysore Bakery 50 Bakerys,"No 50, Main Road, Industrial Area, Bengaluru",560050,ABCDE0050F,29ABCDE0050F1Z6,Owner 50,1071,Bakery,Bengaluru,2023-02-18|2023-05-10|2023-08-08|2023-11-06|2024-02-04|2024-05-04,inspection:2023-02-18|inspection:2023-05-10|inspection:2023-08-08|inspection:2023-11-06|inspection:2024-02-04|renewal:2024-04-14|inspection:2024-05-04|renewal:2025-04-03|renewal:2026-04-11,,mysore bakery 50 bakerys,no 50 main road industrial area bengaluru,560,M261-MSR BKR BKRS,UBID-000100,1.0,False,
factories,fac_50_dup,BIZ-00050,Mysore Bakery 50 Bakerys,"Door 50, Industrial Area, Bengaluru",560050,ABCDE0050F,29ABCDE0050F1Z6,Owner 50,1071,Bakery,Bengaluru,2023-02-18|2023-05-10|2023-08-08|2023-11-06|2024-02-04|2024-05-04,inspection:2023-02-18|inspection:2023-05-10|inspection:2023-08-08|inspection:2023-11-06|inspection:2024-02-04|renewal:2024-04-14|inspection:2024-05-04|renewal:2025-04-03|renewal:2026-04-11,,mysore bakery 50 bakerys,door 50 industrial area bengaluru,560,M261-MSR BKR BKRS,UBID-000100,1.0,False,
pollution,pol_50,BIZ-00050,Shri Mysore Bakery 50 Bakerys,"No 50, Main Road, Industrial Area, Bengaluru",560050,ABCDE0050F,29ABCDE0050F1Z6,Owner 50,1071,Bakery,Bengaluru,2023-02-11|2023-05-12|2023-08-15|2023-11-08|2024-02-06|2024-05-06,inspection:2023-02-11|inspection:2023-05-12|inspection:2023-08-15|inspection:2023-11-08|inspection:2024-02-06|inspection:2024-05-06,,mysore bakery 50 bakerys,no 50 main road industrial area bengaluru,560,M261-MSR BKR BKRS,UBID-000100,1.0,False,
electricity,ele_50,BIZ-00050,M/s Mysore Bakery 50 Traders,"50 Main Rd, Ind Area, Bengaluru",560050,ABCDE0050F,29ABCDE0050F1Z6,Owner 50,1071,Bakery,Bengaluru,2023-02-05|2023-05-13|2023-08-20|2023-11-06|2024-02-07|2024-05-07,inspection:2023-02-05|inspection:2023-05-13|inspection:2023-08-20|inspection:2023-11-06|inspection:2024-02-07|inspection:2024-05-07|electricity_bill:2025-11-03|electricity_bill:2025-12-06|electricity_bill:2026-01-02|electricity_bill:2026-01-31|electricity_bill:2026-03-03|electricity_bill:2026-04-02|electricity_bill:2026-05-05,,m s mysore bakery 50,50 main rd ind area bengaluru,560,M252-M S MSR BKR ,UBID-000100,1.0,False,
shops,sho_51,BIZ-00051,Sri Kaveri Retail 51 LLP,"No 51, Main Road, Industrial Area, Mysuru",560051,ABCDE0051F,29ABCDE0051F1Z7,Owner 51,4711,Retail,Mysuru,2023-01-08|2023-04-08|2023-07-07,inspection:2023-01-08|inspection:2023-04-08|inspection:2023-07-07|renewal:2024-04-27|renewal:2025-04-15|renewal:2026-04-25,,kaveri retail 51,no 51 main road industrial area mysuru,560,K166-KFR RTL ,UBID-000101,1.0,False,
factories,fac_51,BIZ-00051,Kaveri Retail 51,"Plot 51, Main Road, Mysuru",560051,ABCDE0051F,29ABCDE0051F1Z7,Owner 51,4711,Retail,Mysuru,2023-01-07|2023-04-07|2023-07-06,inspection:2023-01-07|inspection:2023-04-07|inspection:2023-07-06|renewal:2024-04-18|renewal:2025-04-23,,kaveri retail 51,plot 51 main road mysuru,560,K166-KFR RTL ,UBID-000101,1.0,False,
pollution,pol_51,BIZ-00051,Shri Kaveri Retail 51,"51 Main Rd, Ind Area, Mysuru",560051,ABCDE0051F,29ABCDE0051F1Z7,Owner 51,4711,Retail,Mysuru,2023-01-09|2023-04-09|2023-07-08,inspection:2023-01-09|inspection:2023-04-09|inspection:2023-07-08|filing:2026-05-05,,kaveri retail 51,51 main rd ind area mysuru,560,K166-KFR RTL ,UBID-000101,1.0,False,
electricity,ele_51,BIZ-00051,Kaveri Retail 51 Enterprises,"No 51, Main Road, Industrial Area, Mysuru",560051,ABCDE0051F,29ABCDE0051F1Z7,Owner 51,4711,Retail,Mysuru,2023-01-10|2023-04-10|2023-07-09,inspection:2023-01-10|inspection:2023-04-10|inspection:2023-07-09|electricity_bill:2026-01-31|electricity_bill:2026-03-06|electricity_bill:2026-03-31|electricity_bill:2026-05-01,,kaveri retail 51,no 51 main road industrial area mysuru,560,K166-KFR RTL ,UBID-000101,1.0,False,
shops,sho_52,BIZ-00052,Sri Green Fabrication 52 LLP,"No 52, Main Road, Industrial Area, Hubballi",560052,ABCDE0052F,29ABCDE0052F1Z8,Owner 52,2599,Fabrication,Hubballi,2023-02-15|2023-05-16|2023-08-14|2023-11-12,inspection:2023-02-15|inspection:2023-05-16|inspection:2023-08-14|inspection:2023-11-12|renewal:2024-04-13|renewal:2025-04-10|renewal:2026-04-05,,green fabrication 52,no 52 main road industrial area hubballi,560,G651-KRN FBRKXN ,UBID-000102,1.0,False,
factories,fac_52,BIZ-00052,Sri Green Fabrication 52 Fabrications,"No 52, Main Road, Industrial Area, Hubballi",560052,ABCDE0052F,29ABCDE0052F1Z8,Owner 52,2599,Fabrication,Hubballi,2023-02-14|2023-05-20|2023-08-13|2023-11-11,inspection:2023-02-14|inspection:2023-05-20|inspection:2023-08-13|inspection:2023-11-11|renewal:2024-04-22|renewal:2025-04-22,,green fabrication 52 fabrications,no 52 main road industrial area hubballi,560,G651-KRN FBRKXN FBRKXNS,UBID-000102,1.0,False,
pollution,pol_52,BIZ-00052,Green Fabrication 52 Traders,"No 52, Main Road, Industrial Area, Hubballi",560052,ABCDE0052F,29ABCDE0052F1Z8,Owner 52,2599,Fabrication,Hubballi,2023-02-13|2023-05-17|2023-08-15|2023-11-13,inspection:2023-02-13|inspection:2023-05-17|inspection:2023-08-15|inspection:2023-11-13|filing:2026-05-05,,green fabrication 52,no 52 main road industrial area hubballi,560,G651-KRN FBRKXN ,UBID-000102,1.0,False,
electricity,ele_52,BIZ-00052,Green Fabrication 52 Etnerprises,"Plot 52, Main Road, Hubballi",560052,ABCDE0052F,,Owner 52,2599,Fabrication,Hubballi,2023-02-17|2023-05-27|2023-08-16|2023-11-14,inspection:2023-02-17|inspection:2023-05-27|inspection:2023-08-16|inspection:2023-11-14|electricity_bill:2025-10-03|electricity_bill:2025-11-05|electricity_bill:2025-12-04|electricity_bill:2025-12-31|electricity_bill:2026-02-04|electricity_bill:2026-03-05|electricity_bill:2026-04-03|electricity_bill:2026-04-30,,green fabrication 52 etnerprises,plot 52 main road hubballi,560,G651-KRN FBRKXN ETNRPRSS,UBID-000103,0.5,False,
electricity,ele_52_dup,BIZ-00052,Green Fabrication 52 Etnerprises,"Door 52, Industrial Area, Hubballi",560052,ABCDE0052F,,Owner 52,2599,Fabrication,Hubballi,2023-02-17|2023-05-27|2023-08-16|2023-11-14,inspection:2023-02-17|inspection:2023-05-27|inspection:2023-08-16|inspection:2023-11-14|electricity_bill:2025-10-03|electricity_bill:2025-11-05|electricity_bill:2025-12-04|electricity_bill:2025-12-31|electricity_bill:2026-02-04|electricity_bill:2026-03-05|electricity_bill:2026-04-03|electricity_bill:2026-04-30,,green fabrication 52 etnerprises,door 52 industrial area hubballi,560,G651-KRN FBRKXN ETNRPRSS,UBID-000104,0.5,False,
shops,sho_53,BIZ-00053,Chamundi Lodging 53 Enterprises,"No 53, Main Road, Industrial Area, Mangaluru",560053,ABCDE0053F,29ABCDE0053F1Z9,Owner 53,5510,Lodging,Mangaluru,2023-02-12|2023-05-13|2023-08-11|2023-11-09,inspection:2023-02-12|inspection:2023-05-13|inspection:2023-08-11|inspection:2023-11-09|renewal:2024-04-01|renewal:2025-04-07|renewal:2026-04-25,,chamundi lodging 53,no 53 main road industrial area mangaluru,560,C553-XMNT LJNK ,UBID-000105,1.0,False,
factories,fac_53,BIZ-00053,Sri Chamundi Lodging 53 LLP,"No 53, Main Road, Industrial Area, Mangaluru",560053,ABCDE0053F,29ABCDE0053F1Z9,Owner 53,5510,Lodging,Mangaluru,2023-02-11|2023-05-12|2023-08-10|2023-11-08,inspection:2023-02-11|inspection:2023-05-12|inspection:2023-08-10|inspection:2023-11-08|renewal:2024-04-06|renewal:2025-04-03,,chamundi lodging 53,no 53 main road industrial area mangaluru,560,C553-XMNT LJNK ,UBID-000105,1.0,False,
pollution,pol_53,BIZ-00053,M/s Chamundi Lodging 53 Pvt Ltd,"Plot 53, Main Road, Mangaluru",560053,ABCDE0053F,29ABCDE0053F1Z9,Owner 53,5510,Lodging,Mangaluru,2023-02-13|2023-05-14|2023-08-12|2023-11-10,inspection:2023-02-13|inspection:2023-05-14|inspection:2023-08-12|inspection:2023-11-10,,m s chamundi lodging 53,plot 53 main road mangaluru,560,M225-M S XMNT LJNK ,UBID-000105,1.0,False,
electricity,ele_53,BIZ-00053,Sri Chamundi Lodging 53 Enterprises,"No 53, Main Road, Industrial Area, Mangaluru",560053,,29ABCDE0053F1Z9,Owner 53,5510,Lodging,Mangaluru,2023-02-14|2023-05-15|2023-08-13|2023-11-11,inspection:2023-02-14|inspection:2023-05-15|inspection:2023-08-13|inspection:2023-11-11|electricity_bill:2025-06-07|electricity_bill:2025-07-09|electricity_bill:2025-08-05|electricity_bill:2025-09-03|electricity_bill:2025-10-03|electricity_bill:2025-11-03|electricity_bill:2025-12-05|electricity_bill:2026-01-01|electricity_bill:2026-02-04|electricity_bill:2026-03-02|electricity_bill:2026-04-04|electricity_bill:2026-05-04,,chamundi lodging 53,no 53 main road industrial area mangaluru,560,C553-XMNT LJNK ,UBID-000105,0.95,False,
shops,sho_54,BIZ-00054,M/s Malnad Restaurant 54,"54 Main Rd, Ind Area, Belagavi",560054,ABCDE0054F,29ABCDE0054F1Z1,Owner 54,5610,Restaurant,Belagavi,2023-02-03|2023-04-18|2023-07-24|2023-10-22|2024-01-20,inspection:2023-02-03|inspection:2023-04-18|inspection:2023-07-24|inspection:2023-10-22|inspection:2024-01-20|renewal:2024-04-17|renewal:2025-04-12|renewal:2026-04-17,,m s malnad restaurant 54,54 main rd ind area belagavi,560,M254-M S MLNT RSTRNT ,UBID-000106,1.0,False,
factories,fac_54,BIZ-00054,Malnad Restaurant 54 Rsetaurants,"No 54, Main Road, Industrial Area, Belagavi",560054,ABCDE0054F,29ABCDE0054F1Z1,Owner 54,5610,Restaurant,Belagavi,2023-01-24|2023-04-21|2023-07-23|2023-10-21|2024-01-19,inspection:2023-01-24|inspection:2023-04-21|inspection:2023-07-23|inspection:2023-10-21|inspection:2024-01-19|renewal:2024-04-07|renewal:2025-04-23|renewal:2026-04-24,,malnad restaurant 54 rsetaurants,no 54 main road industrial area belagavi,560,M453-MLNT RSTRNT RSTRNTS,UBID-000106,1.0,False,
pollution,pol_54,BIZ-00054,Malnad Retsaurant 54,"No 54, Main Road, Industrial Area, Belagavi",560054,ABCDE0054F,29ABCDE0054F1Z1,Owner 54,5610,Restaurant,Belagavi,2023-01-26|2023-04-23|2023-07-25|2023-10-23|2024-01-21,inspection:2023-01-26|inspection:2023-04-23|inspection:2023-07-25|inspection:2023-10-23|inspection:2024-01-21|filing:2026-05-05,,malnad retsaurant 54,no 54 main road industrial area belagavi,560,M453-MLNT RTSRNT ,UBID-000106,1.0,False,
electricity,ele_54,BIZ-00054,Malnad Restaurant 54 Restaurants,"No 54, Main Road, Industrial Area, Belagavi",560054,,29ABCDE0054F1Z1,Owner 54,5610,Restaurant,Belagavi,2023-01-27|2023-04-27|2023-07-26|2023-10-24|2024-01-22,inspection:2023-01-27|inspection:2023-04-27|inspection:2023-07-26|inspection:2023-10-24|inspection:2024-01-22|electricity_bill:2026-01-05|electricity_bill:2026-01-31|electricity_bill:2026-03-04|electricity_bill:2026-03-31|electricity_bill:2026-05-03,,malnad restaurant 54 restaurants,no 54 main road industrial area belagavi,560,M453-MLNT RSTRNT RSTRNTS,UBID-000107,0.5,False,
shops,sho_55,BIZ-00055,M/s Unity Bakery 55 Traders,"No 55, Main Road, Industrial Area, Bengaluru",560055,ABCDE0055F,29ABCDE0055F1Z2,Owner 55,1071,Bakery,Bengaluru,2023-02-13|2023-05-14|2023-08-12|2023-11-10|2024-02-08|2024-05-08,inspection:2023-02-13|inspection:2023-05-14|inspection:2023-08-12|inspection:2023-11-10|inspection:2024-02-08|renewal:2024-04-01|inspection:2024-05-08|renewal:2025-04-18,,m s unity bakery 55,no 55 main road industrial area bengaluru,560,M253-M S UNT BKR ,UBID-000108,1.0,False,
shops,sho_55_dup,BIZ-00055,M/s Unity Bakery 55 Traders,"Door 55, Industrial Area, Bengaluru",560055,ABCDE0055F,29ABCDE0055F1Z2,Owner 55,1071,Bakery,Bengaluru,2023-02-13|2023-05-14|2023-08-12|2023-11-10|2024-02-08|2024-05-08,inspection:2023-02-13|inspection:2023-05-14|inspection:2023-08-12|inspection:2023-11-10|inspection:2024-02-08|renewal:2024-04-01|inspection:2024-05-08|renewal:2025-04-18,,m s unity bakery 55,door 55 industrial area bengaluru,560,M253-M S UNT BKR ,UBID-000108,1.0,False,
factories,fac_55,BIZ-00055,M/s Unity Bakery 55 Pvt Ltd,"No 55, Main Road, Industrial Area, Bengaluru",560055,ABCDE0055F,29ABCDE0055F1Z2,Owner 55,1071,Bakery,Bengaluru,2023-02-17|2023-05-13|2023-08-11|2023-11-09|2024-02-07|2024-05-04,inspection:2023-02-17|inspection:2023-05-13|inspection:2023-08-11|inspection:2023-11-09|inspection:2024-02-07|renewal:2024-04-02|inspection:2024-05-04|renewal:2025-04-18|renewal:2026-04-18,,m s unity bakery 55,no 55 main road industrial area bengaluru,560,M253-M S UNT BKR ,UBID-000108,1.0,False,
factories,fac_55_dup,BIZ-00055,M/s Unity Bakery 55 Pvt Ltd,"55 Main Rd, Ind Area, Bengaluru",560055,ABCDE0055F,29ABCDE0055F1Z2,Owner 55,1071,Bakery,Bengaluru,2023-02-17|2023-05-13|2023-08-11|2023-11-09|2024-02-07|2024-05-04,inspection:2023-02-17|inspection:2023-05-13|inspection:2023-08-11|inspection:2023-11-09|inspection:2024-02-07|renewal:2024-04-02|inspection:2024-05-04|renewal:2025-04-18|renewal:2026-04-18,,m s unity bakery 55,55 main rd ind area bengaluru,560,M253-M S UNT BKR ,UBID-000108,1.0,False,
pollution,pol_55,BIZ-00055,Unity Bakery 55 Pvt Ltd,"No 55, Main Road, Industrial Area, Bengaluru",560055,ABCDE0055F,29ABCDE0055F1Z2,Owner 55,1071,Bakery,Bengaluru,2023-02-14|2023-05-15|2023-08-13|2023-11-11|2024-02-09|2024-05-09,inspection:2023-02-14|inspection:2023-05-15|inspection:2023-08-13|inspection:2023-11-11|inspection:2024-02-09|inspection:2024-05-09|filing:2026-05-05,,unity bakery 55,no 55 main road industrial area bengaluru,560,U531-UNT BKR ,UBID-000108,1.0,False,
